1 4327.976767 "\\footnotesize{clique $1$}"
2 1078.895791 "\\footnotesize{clique $1/n$}"
3 1369.92381 "\\footnotesize{clique $1/n^2$}"
4 417.1287374 "\\footnotesize{star $1$}"
5 237.1347418 "\\footnotesize{star $1/n$}"
6 578.3255974 "\\footnotesize{star $1/n^2$}"
