# % wires cut, geomean(mcw) 4 part, 2 part
0 106.8463495 109.3952824
20 109.6525878 110.1698302
40 109.537422 109.343893
60 110.6040875  109.054626
70 115.478959 114.2219104
80 141.3941461 120.234995
85 182.7646939 137.2626535
